codigo,nombre,vbp,di_domestica
335110,Fabricación de focos,3221.641999999999,164.91700000000012
335120,Fabricación de lámparas ornamentales,10795.268,605.1309999999999
335210,Fabricación de enseres electrodomésticos menores,9702.172,180.64800000000002
335220,Fabricación de aparatos de línea blanca,41761.793,2885.9820000000013
335311,Fabricación de motores y generadores eléctricos,37718.83700000001,366.3379999999999
335312,Fabricación de equipo y aparatos de distribución de energía eléctrica,74788.99999999999,917.6009999999993
335910,Fabricación de acumuladores y pilas,13396.440999999997,362.7519999999996
335920,Fabricación de cables de conducción eléctrica,40425.08200000001,18042.620000000006
335930,"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas",19926.969000000005,3988.8840000000105
335991,Fabricación de productos eléctricos de carbón y grafito,2116.8610000000044,618.0349999999999
335999,Fabricación de otros productos eléctricos,51713.74199999997,1181.2699999999998
336110,Fabricación de automóviles y camionetas,368949.571,0.0
336120,Fabricación de camiones y tractocamiones,56259.581000000006,581.651
336210,Fabricación de carrocerías y remolques,18869.529000000002,5340.331
336310,Fabricación de motores de gasolina y sus partes para vehículos automotrices,60211.491999999984,30610.721999999998
336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,117323.91199999995,16302.456000000006
336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,25538.866,6324.978
336340,Fabricación de partes de sistemas de frenos para vehículos automotrices,15163.117000000002,1395.5679999999995
336350,Fabricación de partes de sistemas de transmisión para vehículos automotores,33428.89799999998,86.23400000000001
336360,Fabricación de asientos y accesorios interiores para vehículos automotores,75323.75699999998,22893.64000000001
336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,28841.55400000001,5133.805999999998
336390,Fabricación de otras partes para vehículos automotrices,70229.72700000003,2565.145000000001
336410,Fabricación de equipo aeroespacial,17187.424000000003,2903.729
336510,Fabricación de equipo ferroviario,15604.162,35.564
336610,Fabricación de embarcaciones,2151.449,0.012
336991,Fabricación de motocicletas,3082.8329999999987,3.3770000000000002
336992,Fabricación de bicicletas y triciclos,1893.604,0.0
336999,Fabricación de otro equipo de transporte,836.9629999999997,0.136
337110,Fabricación de cocinas integrales y muebles modulares de baño,3194.7869999999984,1315.1119999999999
337120,"Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería",43804.813,4713.506000000003
337210,Fabricación de muebles de oficina y estantería,9212.292,331.84299999999985
337910,Fabricación de colchones,4818.455,616.7689999999999
337920,Fabricación de persianas y cortineros,2103.9389999999994,248.03200000000004
339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio",16248.248999999996,259.37300000000005
339112,Fabricación de material desechable de uso médico,26142.194,2910.0050000000006
339113,Fabricación de artículos oftálmicos,2783.5920000000006,112.307
339911,Acuñación e impresión de monedas,1193.416,298.702
339912,Orfebrería y joyería de metales y piedras preciosos,14055.041999999998,0.8310000000000001
339913,Joyería de metales y piedras no preciosos y de otros materiales,2575.9919999999997,0.652
339914,Metalistería de metales no preciosos,3296.1040000000003,9.067
339920,Fabricación de artículos deportivos,2482.456,402.5589999999999
339930,Fabricación de juguetes,21232.236,103.58000000000001
339940,"Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina",7711.241000000002,2064.436999999999
339950,Fabricación de anuncios y señalamientos,1921.3509999999999,1795.6700000000003
339991,Fabricación de instrumentos musicales,2495.8,34.804
339992,"Fabricación de cierres, botones y agujas",1138.945,620.7939999999994
339993,"Fabricación de escobas, cepillos y similares",3644.107,1115.0669999999993
339994,Fabricación de velas y veladoras,5614.2249999999985,1185.9479999999996
339995,Fabricación de ataúdes,2257.276,545.6379999999999
339999,Otras industrias manufactureras,11731.392000000009,249.87299999999993
431110,Comercio,2332612.656,773964.3989999997
481111,Transporte aéreo regular en líneas aéreas nacionales,58077.74600000003,19419.71900000003
481112,Transporte aéreo regular en líneas aéreas extranjeras,9760.88200000002,7738.791000000015
481210,Transporte aéreo no regular,6314.199,671.5549999999997
482110,Transporte por ferrocarril,26204.369999999995,5849.068999999997
483111,"Transporte marítimo de altura, excepto de petróleo y gas natural",3018.1589999999997,676.9229999999998
483112,"Transporte marítimo de cabotaje, excepto de petróleo y gas natural",3468.699999999999,831.5719999999991
483113,Transporte marítimo de petróleo y gas natural,7391.1669999999995,1657.7169999999992
483210,Transporte por aguas interiores,138.59,6.157000000000003
484111,"Autotransporte local de productos agrícolas sin refrigeración (Incluye de la 484119 ""Otro autotransporte local de carga general"" a la 484239 ""Otro autotransporte foráneo de carga especializado"")",481650.99199999997,115468.08499999993
485111,Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija,29271.845,4555.687000000003
485112,Transporte colectivo urbano y suburbano de pasajeros en automóviles de ruta fija,46354.015999999996,646.274
485113,Transporte colectivo urbano y suburbano de pasajeros en trolebuses y trenes ligeros,1488.242,0.432
485114,Transporte colectivo urbano y suburbano de pasajeros en metro,7255.331999999999,3.891
485210,Transporte colectivo foráneo de pasajeros de ruta fija,215239.418,4688.32
485311,Transporte de pasajeros en taxis de sitio,19176.38,2273.612000000002
485312,Transporte de pasajeros en taxis de ruleteo,87930.397,0.0
485320,Alquiler de automóviles con chofer,42.717999999999996,29.563
485410,Transporte escolar y de personal,2988.5739999999996,1451.6269999999997
485510,Alquiler de autobuses con chofer,356.50199999999984,289.8029999999998
485990,Otro transporte terrestre de pasajeros,987.5980000000001,2.325999999999989
486210,Transporte de gas natural por ductos,7909.679999999996,1774.010999999996
486910,Transporte por ductos de productos refinados del petróleo,4817.682,1154.9709999999993
487110,Transporte turístico por tierra,3028.5710000000004,2.9349999999999836
487210,Transporte turístico por agua,895.159,0.6270000000000002
487990,Otro transporte turístico,11.13,0.0
488111,Servicios a la navegación aérea,3423.2039999999997,1303.303
488112,Administración de aeropuertos y helipuertos,12819.709,8947.384000000002
488190,Otros servicios relacionados con el transporte aéreo,708.681,708.681
488210,Servicios relacionados con el transporte por ferrocarril,2717.498000000001,2717.498000000001
488310,Administración de puertos y muelles,4916.977,1411.1299999999994
488320,Servicios de carga y descarga para el transporte por agua,936.8309999999996,210.11499999999958
488330,Servicios para la navegación por agua,2920.504,834.6340000000001
488390,Otros servicios relacionados con el transporte por agua,2804.1310000000008,628.9200000000004
488410,Servicios de grúa,1118.752,0.0
488491,Servicios de administración de centrales camioneras,1705.487,0.0
488492,"Servicios de administración de carreteras, puentes y servicios auxiliares",22615.666000000005,7230.196000000006
488493,Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera,81.01400000000002,18.171000000000024
488511,Servicios de agencias aduanales,9424.424,2113.7419999999997
488519,Otros servicios de intermediación para el transporte de carga,14698.632,3296.6599999999994
488990,Otros servicios relacionados con el transporte,1564.6290000000001,1564.629
491110,Servicios postales,3828.2589999999996,3489.3029999999994
492110,"Servicios de mensajería y paquetería foránea (incluye a la 492210 ""Servicios de mensajería y paquetería local"")",22705.581000000006,14857.116000000005
493111,Almacenes generales de depósito,1733.8569999999997,1733.8569999999997
493119,Otros servicios de almacenamiento general sin instalaciones especializadas,5444.410000000002,5444.410000000002
493120,Almacenamiento con refrigeración,869.4079999999999,869.4079999999999
493130,Almacenamiento de productos agrícolas que no requieren refrigeración,758.777,758.777
493190,Otros servicios de almacenamiento con instalaciones especializadas,11004.911,11004.911
511111,Edición de periódicos,368.30999999999995,368.30999999999995
511112,Edición de periódicos integrada con la impresión,9651.197000000006,9001.944000000005
511121,Edición de revistas y otras publicaciones periódicas,410.30899999999997,59.04900000000001
511122,Edición de revistas y otras publicaciones periódicas integrada con la impresión,2059.5379999999977,2059.5379999999977
511131,Edición de libros,2252.3849999999998,2252.3849999999998
511132,Edición de libros integrada con la impresión,5981.199,598.1780000000002
511141,Edición de directorios y de listas de correo,2.5180000000000002,2.5180000000000002
511142,Edición de directorios y de listas de correo integrada con la impresión,200.506,200.506
511191,Edición de otros materiales,101.669,101.669
511192,Edición de otros materiales integrada con la impresión,211.42600000000004,211.42600000000004
511210,Edición de software y edición de software integrada con la reproducción,3715.624,0.0
512111,Producción de películas,189.482,0.338
512112,Producción de programas para la televisión,1823.351,1823.351
512113,"Producción de videoclips, comerciales y otros materiales audiovisuales",1971.165,1971.165
512120,Distribución de películas y de otros materiales audiovisuales,589.4119999999999,589.4119999999999
512130,Exhibición de películas y otros materiales audiovisuales,6475.383,0.0
512190,Servicios de postproducción y otros servicios para la industria fílmica y del video,600.414,600.414
512210,Productoras discográficas,19.493,0.0
512220,Producción de material discográfico integrada con su reproducción y distribución,438.906,56.199
512230,Editoras de música,5.797999999999999,5.797999999999999
512240,Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicales,47.126,47.126
512290,Otros servicios de grabación del sonido,120.482,120.482
515110,Transmisión de programas de radio,4829.605,121.782
515120,Transmisión de programas de televisión,28422.648,1603.7489999999998
515210,Producción de programación de canales para sistemas de televisión por cable o satelitales,661.005,483.374
517111,"Operadores de telecomunicaciones alámbricas, excepto por suscripción",205281.5680000001,83937.34700000007
517112,Operadores de telecomunicaciones alámbricas por suscripción,19252.869,2.573
517210,"Operadores de telecomunicaciones inalámbricas, excepto servicios de satélite",171311.47299999997,48705.16999999998
517410,Servicios de telecomunicaciones por satélite,1274.677,899.1329999999999
517910,Otros servicios de telecomunicaciones,13375.034000000003,9025.476000000002
518210,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",4815.677000000003,4815.677000000003
519110,Agencias noticiosas,393.56399999999996,393.56399999999996
519121,Bibliotecas y archivos del sector privado,37.257999999999996,25.625
519130,Edición y difusión de contenido exclusivamente a través de Internet y servicios de búsqueda en la red,388.677,82.469
519190,Otros servicios de suministro de información,82.993,0.0
521110,Banca central,25237.441999999995,22902.718999999997
522110,Banca múltiple,310431.23400000005,108600.44099999992
522210,Banca de desarrollo,24406.481999999996,16716.531999999996
522220,Fondos y fideicomisos financieros,26384.489000000005,6678.445000000002
522310,Uniones de crédito,515.9849999999994,515.9849999999994
522320,Cajas de ahorro popular,8936.548,0.0
522390,Otras instituciones de ahorro y préstamo,1585.319,4.945999999999997
522410,Arrendadoras financieras,1111.018999999999,1111.018999999999
522420,Compañías de factoraje financiero,444.7289999999993,444.7289999999993
522430,Sociedades financieras de objeto limitado,25196.074999999997,8533.341999999997
522440,Compañías de autofinanciamiento,1661.782,0.0
522451,Montepíos,6600.455,0.0
522452,Casas de empeño,6013.977,0.0
522490,Otras instituciones de intermediación crediticia y financiera no bursátil,8777.024,0.0
522510,Servicios relacionados con la intermediación crediticia no bursátil,783.070999999999,783.070999999999
523110,Casas de bolsa,14691.974999999999,9079.641
523121,Casas de cambio,351.97799999999995,296.703
523122,Centros cambiarios,2584.747,0.0
523210,Bolsa de valores,795.7610000000001,163.518
523910,Asesoría en inversiones,422.4389999999999,373.6079999999999
523990,Otros servicios relacionados con la intermediación bursátil,3722.044,2300.223
524110,Compañías de seguros,88662.842,9125.529000000004
524120,Fondos de aseguramiento campesino,61.853,61.853
524130,Compañías afianzadoras,4894.718999999999,4679.350999999999
524210,"Agentes, ajustadores y gestores de seguros y fianzas",19285.164999999994,19285.164999999994
524220,Administración de cajas de pensión y de seguros independientes,14738.443,71.783
531111,Alquiler sin intermediación de viviendas amuebladas,27695.187,0.0
531112,Alquiler sin intermediación de viviendas no amuebladas,1218819.132,13.769000000000002
531113,Alquiler sin intermediación de salones para fiestas y convenciones,6335.867,3068.448
531114,Alquiler sin intermediación de oficinas y locales comerciales,187350.622,187350.622
531115,"Alquiler sin intermediación de teatros, estadios, auditorios y similares",256.12100000000004,256.12100000000004
531119,Alquiler sin intermediación de otros bienes raíces,33323.36000000002,33323.36200000002
531210,Inmobiliarias y corredores de bienes raíces,44425.526000000005,12.618
531311,Servicios de administración de bienes raíces,9152.788,7067.842000000001
531319,Otros servicios relacionados con los servicios inmobiliarios,2893.835,2698.138
532110,Alquiler de automóviles sin chofer,3099.575,2505.1769999999997
532121,Alquiler de camiones de carga sin chofer,3984.798000000001,3984.798000000001
532122,"Alquiler de autobuses, minibuses y remolques sin chofer",482.78800000000007,350.42800000000005
532210,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,75.306,0.002
532220,Alquiler de prendas de vestir,368.045,0.0
532230,Alquiler de videocasetes y discos,2143.832,0.0
532291,"Alquiler de mesas, sillas, vajillas y similares",2041.1660000000002,544.4190000000001
532292,Alquiler de instrumentos musicales,33.93,33.93
532299,Alquiler de otros artículos para el hogar y personales,383.817,0.0
532310,Centros generales de alquiler,1084.749,155.225
532411,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales",11735.440000000013,11735.440000000013
532412,"Alquiler de equipo de transporte, excepto terrestre",3141.946,3141.9459999999995
532420,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de oficina,1951.2529999999995,1951.2529999999995
532491,"Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera",8496.375000000002,8496.375000000002
532492,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales",2688.6449999999986,2688.6449999999986
532493,Alquiler de maquinaria y equipo comercial y de servicios,2724.005000000001,2724.005000000001
533110,"Servicios de alquiler de marcas registradas, patentes y franquicias",40736.812000000005,7694.054000000004
541110,Bufetes jurídicos,56525.553000000014,35970.947000000015
541120,Notarías públicas,5405.881,997.419
541190,Servicios de apoyo para efectuar trámites legales,2214.5289999999995,1337.8499999999995
541211,Servicios de contabilidad y auditoría,170617.51200000005,157499.25800000003
541219,Otros servicios relacionados con la contabilidad,767.536,666.953
541310,Servicios de arquitectura,7255.884,2383.1199999999994
541320,Servicios de arquitectura de paisaje y urbanismo,715.1710000000002,715.1710000000002
541330,Servicios de ingeniería,13778.476999999997,13778.476999999997
541340,Servicios de dibujo,543.4569999999999,543.4569999999999
541350,Servicios de inspección de edificios,107.177,107.177
541360,Servicios de levantamiento geofísico,5288.445000000001,5288.445000000001
541370,Servicios de elaboración de mapas,419.352,419.352
541380,Laboratorios de pruebas,3010.6500000000015,3010.6500000000015
541410,Diseño y decoración de interiores,829.038,199.95699999999997
541420,Diseño industrial,407.32800000000015,407.32800000000015
541430,Diseño gráfico,4284.133000000001,4240.990000000001
541490,Diseño de modas y otros diseños especializados,237.685,237.685
541510,Servicios de diseño de sistemas de cómputo y servicios relacionados,19119.968999999997,19119.968999999997
541610,Servicios de consultoría en administración,20417.489000000005,20417.490000000005
541620,Servicios de consultoría en medio ambiente,990.6209999999996,990.6209999999996
541690,Otros servicios de consultoría científica y técnica,10741.480000000001,10741.480000000001
541711,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",616.372,226.65799999999996
541712,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público",7933.387,544.648
541721,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado",76.18299999999998,76.18299999999998
541722,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector público",8419.684000000001,194.814
541810,Agencias de publicidad,13383.985999999988,13166.022999999988
541820,Agencias de relaciones públicas,1179.9799999999993,1179.9799999999993
541830,Agencias de compra de medios a petición del cliente,3678.445000000001,3678.445000000001
541840,Agencias de representación de medios,8936.627999999993,8936.627999999993
541850,Agencias de anuncios publicitarios,1734.4399999999994,1734.4399999999994
541860,Agencias de correo directo,68.193,68.193
541870,Distribución de material publicitario,681.6569999999986,681.6569999999986
541890,Servicios de rotulación y otros servicios de publicidad,2939.147,2939.147
541910,Servicios de investigación de mercados y encuestas de opinión pública,6100.611000000003,6100.611000000001
541920,Servicios de fotografía y videograbación,1834.117,24.805
541930,Servicios de traducción e interpretación,63.91299999999998,63.91299999999998
541941,Servicios veterinarios para mascotas prestados por el sector privado,1506.144,3.311
541943,Servicios veterinarios para la ganadería prestados por el sector privado,202.36499999999998,202.36499999999998
541990,"Otros servicios profesionales, científicos y técnicos",19871.754999999997,12562.053
551111,Corporativos,49117.790999999976,49117.790999999976
551112,Tenedoras de acciones,35142.414,35142.414
561110,Servicios de administración de negocios,80344.63000000002,80344.63000000002
561210,Servicios combinados de apoyo en instalaciones,5068.360999999999,5068.360999999999
561310,Agencias de colocación,4942.559999999997,4875.691999999996
561320,Agencias de empleo temporal,8115.075000000002,8115.075000000002
561330,Suministro de personal permanente,291230.409,291230.409
561410,Servicios de preparación de documentos,159.668,0.847
561421,Servicios de casetas telefónicas,1116.086,0.0
561422,Servicios de recepción de llamadas telefónicas y promoción por teléfono,2659.079,2659.079
561431,"Servicios de fotocopiado, fax y afines",1883.157,913.6819999999999
561432,Servicios de acceso a computadoras,5274.486,0.0
561440,Agencias de cobranza,3598.812,3598.812
561450,Despachos de investigación de solvencia financiera,983.337,983.337
561490,Otros servicios de apoyo secretarial y similares,29.169,29.169
561510,Agencias de viajes,9967.231,2691.152
561520,Organización de excursiones y paquetes turísticos para agencias de viajes,4938.497,0.0
561590,Otros servicios de reservaciones,4111.8099999999995,870.132
561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",22697.912,21094.147
561620,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad,3669.380999999999,3669.380999999999
561710,Servicios de control y exterminación de plagas,813.05,633.7059999999999
561720,Servicios de limpieza de inmuebles,6846.555000000002,5813.254000000003
561730,Servicios de instalación y mantenimiento de áreas verdes,289.985,241.72600000000003
561740,"Servicios de limpieza de tapicería, alfombras y muebles",115.48200000000001,21.546000000000003
561790,Otros servicios de limpieza,1203.2499999999993,1187.5959999999993
561910,Servicios de empacado y etiquetado,3201.616,3201.616
561920,Organizadores de convenciones y ferias comerciales e industriales,1558.923,1558.923
561990,Otros servicios de apoyo a los negocios,4287.138000000002,4287.138000000002
562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,1505.9920000000002,1505.9920000000002
562112,Manejo de desechos no peligrosos y servicios de remediación a zonas dañadas por desechos no peligrosos,4489.532,0.0
611111,Escuelas de educación preescolar del sector privado,11173.422,0.0
611112,Escuelas de educación preescolar del sector público,44773.135,0.0
611121,Escuelas de educación primaria del sector privado,25986.988,0.0
611122,Escuelas de educación primaria del sector público,129392.934,0.0
611131,Escuelas de educación secundaria general del sector privado,11928.885,0.0
611132,Escuelas de educación secundaria general del sector público,74869.079,0.0
611141,Escuelas de educación secundaria técnica del sector privado,749.43,0.0
611142,Escuelas de educación secundaria técnica del sector público,224.863,0.0
611151,Escuelas de educación media técnica terminal del sector privado,1106.476,0.0
611161,Escuelas de educación media superior del sector privado,14276.477,0.0
611162,Escuelas de educación media superior del sector público,54112.485,0.0
611172,Escuelas del sector público que combinan diversos niveles de educación,1168.039,0.0
611181,Escuelas del sector privado de educación para necesidades especiales,229.122,0.0
611211,Escuelas de educación postbachillerato del sector privado,374.559,0.0
611311,Escuelas de educación superior del sector privado,48261.918,0.0
611312,Escuelas de educación superior del sector público,107120.355,0.0
611411,Escuelas comerciales y secretariales del sector privado,991.426,0.0
611421,Escuelas de computación del sector privado,1350.854,18.137
611431,Escuelas para la capacitación de ejecutivos del sector privado,1410.2639999999997,1410.2639999999997
611511,Escuelas del sector privado dedicadas a la enseñanza de oficios,1861.211,1343.901
611611,Escuelas de arte del sector privado,778.485,0.0
611621,Escuelas de deporte del sector privado,1446.129,0.0
611631,Escuelas de idiomas del sector privado,3031.244,0.0
611691,Servicios de profesores particulares,113.795,0.0
611698,Otros servicios educativos proporcionados por el sector privado,2249.061,0.0
611710,Servicios de apoyo a la educación,258.258,229.34799999999998
621111,Consultorios de medicina general del sector privado,6829.79,0.0
621112,Consultorios de medicina general del sector público,53859.146,0.0
621113,Consultorios de medicina especializada del sector privado,24038.545,0.0
621114,Consultorios de medicina especializada del sector público,24527.25,0.0
621211,Consultorios dentales del sector privado,20887.202,0.0
621212,Consultorios dentales del sector público,4421.529,0.0
621311,Consultorios de quiropráctica del sector privado,289.499,0.0
621320,Consultorios de optometría,322.004,0.0
621331,Consultorios de psicología del sector privado,459.19,0.0
621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",396.775,0.0
621391,Consultorios de nutriólogos y dietistas del sector privado,542.561,0.0
621398,Otros consultorios del sector privado para el cuidado de la salud,716.947,0.0
621411,Centros de planificación familiar del sector privado,34.916,0.0
621421,Centros del sector privado de atención médica externa para enfermos mentales y adictos,72.811,0.0
621491,Otros centros del sector privado para la atención de pacientes que no requieren hospitalización,885.326,0.0
621511,Laboratorios médicos y de diagnóstico del sector privado,12014.974,0.0
621610,Servicios de enfermería a domicilio,274.293,0.0
621910,Servicios de ambulancias,490.577,0.0
621991,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado",188.127,0.0
621992,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector público",81.906,0.0
622111,Hospitales generales del sector privado,23568.528,0.0
622112,Hospitales generales del sector público,119036.33200000001,0.0
622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado,142.965,0.0
622311,Hospitales del sector privado de otras especialidades médicas,5962.126,0.0
622312,Hospitales del sector público de otras especialidades médicas,42245.962,0.0
623111,"Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",62.593,0.0
623211,Residencias del sector privado para el cuidado de personas con problemas de retardo mental,56.95,0.0
623212,Residencias del sector público para el cuidado de personas con problemas de retardo mental,604.073,0.0
623221,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicción,34.747,0.0
623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,462.061,0.0
623991,Orfanatos y otras residencias de asistencia social del sector privado,953.3,0.0
624111,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado,48.224,0.0
624112,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público,3105.242,0.0
624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y discapacitados,32.941,0.0
624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,412.148,0.0
624198,Otros servicios de orientación y trabajo social prestados por el sector privado,443.111,0.0
624199,Otros servicios de orientación y trabajo social prestados por el sector público,1711.797,0.0
624211,Servicios de alimentación comunitarios prestados por el sector privado,205.44,0.0
624221,Refugios temporales comunitarios del sector privado,83.698,0.0
624231,Servicios de emergencia comunitarios prestados por el sector privado,20.722,0.0
624311,"Servicios de capacitación para el trabajo prestados por el sector privado para personas desempleadas, subempleadas o discapacitadas",56.647,0.0
624411,Guarderías del sector privado,4576.67,0.0
624412,Guarderías del sector público,7675.197,0.0
711111,Compañías de teatro del sector privado,111.803,0.0
711121,Compañías de danza del sector privado,1.544,0.0
711131,Cantantes y grupos musicales del sector privado,543.421,0.0
711191,Otras compañías y grupos de espectáculos artísticos del sector privado,155.02700000000002,66.76400000000001
711211,Deportistas profesionales,6.459,0.0
711212,Equipos deportivos profesionales,2586.724,0.0
711311,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",1109.709,0.0
711312,"Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",671.7460000000001,0.0
711320,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos",733.4239999999999,733.4239999999999
711410,"Agentes y representantes de artistas, deportistas y similares",281.543,0.0
711510,"Artistas, escritores y técnicos independientes",17248.960000000003,575.7019999999998
712111,Museos del sector privado,559.32,0.0
712120,Sitios históricos,4535.302,0.0
712131,Jardines botánicos y zoológicos del sector privado,256.994,25.272
713111,Parques de diversiones y temáticos del sector privado,2617.147,0.0
713113,Parques acuáticos y balnearios del sector privado,467.599,0.0
713120,Casas de juegos electrónicos,2825.461,0.0
713291,"Venta de billetes de lotería, pronósticos deportivos y otros boletos de sorteo",17682.111,0.0
713299,Otros juegos de azar,7523.368,0.0
713910,Campos de golf,1965.561,0.0
713930,Marinas turísticas,290.823,0.0
713941,Clubes deportivos del sector privado,5794.636,0.0
713943,Centros de acondicionamiento físico del sector privado,2475.607,0.0
713944,Centros de acondicionamiento físico del sector público,561.87,0.0
713950,Boliches,379.901,0.0
713991,Billares,1307.459,0.0
713992,Clubes o ligas de aficionados,196.297,0.0
713998,Otros servicios recreativos prestados por el sector privado,1154.453,0.0
721111,Hoteles con otros servicios integrados,138605.84900000005,34870.63500000003
721112,Hoteles sin otros servicios integrados,17159.404000000002,3585.4210000000003
721113,Moteles,14170.126,0.0
721190,"Cabañas, villas y similares",1021.5260000000001,43.042
721210,Campamentos y albergues recreativos,176.519,0.0
721311,Pensiones y casas de huéspedes,536.089,0.0
721312,Departamentos y casas amueblados con servicios de hotelería,109.362,0.0
722110,Restaurantes con servicio completo,55014.11700000001,13691.398000000012
722211,Restaurantes de autoservicio,22468.157,0.0
722212,Restaurantes de comida para llevar,43265.592,0.0
722219,Otros restaurantes con servicio limitado,55342.075,3150.8239999999996
722310,Servicios de comedor para empresas e instituciones,7836.2429999999995,7836.2429999999995
722320,Servicios de preparación de alimentos para ocasiones especiales,1495.374,37.605000000000004
722330,Servicios de preparación de alimentos en unidades móviles,27417.009,0.0
722411,"Centros nocturnos, discotecas y similares",4092.501,0.0
722412,"Bares, cantinas y similares",10443.766,0.0
811111,Reparación mecánica en general de automóviles y camiones,26659.36400000001,14147.962000000014
811112,Reparación del sistema eléctrico de automóviles y camiones,5296.651999999998,2723.498999999999
811113,Rectificación de partes de motor de automóviles y camiones,1115.164,209.56600000000003
811114,Reparación de transmisiones de automóviles y camiones,1059.177,416.50299999999993
811115,Reparación de suspensiones de automóviles y camiones,1561.5259999999998,545.9259999999997
811116,Alineación y balanceo de automóviles y camiones,1963.2050000000002,195.01699999999997
811119,Otras reparaciones mecánicas de automóviles y camiones,6697.961999999998,4882.494999999997
811121,Hojalatería y pintura de automóviles y camiones,13158.435999999998,4601.61
811122,Tapicería de automóviles y camiones,568.381,190.609
811129,Instalación de cristales y otras reparaciones a la carrocería de automóviles y camiones,380.958,0.0
811191,Reparación menor de llantas,5042.977999999999,1083.803999999999
811192,Lavado y lubricado de automóviles y camiones,5523.221,1192.7509999999993
811199,Otros servicios de reparación y mantenimiento de automóviles y camiones,3578.541,969.2189999999998
811211,Reparación y mantenimiento de equipo electrónico de uso doméstico,2654.6229999999996,1033.6309999999999
811219,Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión,4279.597999999998,3885.3969999999986
811311,Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal,295.1190000000001,295.1190000000001
811312,Reparación y mantenimiento de maquinaria y equipo industrial,14343.635,14343.635
811313,"Reparación y mantenimiento de maquinaria y equipo para mover, levantar y acomodar materiales",1363.0009999999997,1363.0009999999997
811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios,1651.8589999999997,1651.8589999999997
811410,Reparación y mantenimiento de aparatos eléctricos para el hogar y personales,4091.8260000000005,1161.1040000000003
811420,Reparación de tapicería de muebles para el hogar,1965.7799999999997,775.3149999999999
811430,Reparación de calzado y otros artículos de piel y cuero,870.616,0.0
811491,Cerrajerías,1584.5359999999998,990.4309999999998
811492,Reparación y mantenimiento de motocicletas,634.396,311.4259999999999
811493,Reparación y mantenimiento de bicicletas,689.67,40.16
811499,Reparación y mantenimiento de otros artículos para el hogar y personales,3657.848,138.374
812110,Salones y clínicas de belleza y peluquerías,14175.016,0.0
812120,Baños públicos,354.371,0.0
812130,Sanitarios públicos y bolerías,1172.581,0.0
812210,Lavanderías y tintorerías,8920.608,3476.074000000001
812310,Servicios funerarios,2724.29,0.0
812320,Administración de cementerios,3961.018,0.0
812410,Estacionamientos y pensiones para vehículos automotores,40314.305,4070.705
812910,Servicios de revelado e impresión de fotografías,1406.112,3.508
812990,Otros servicios personales,58384.099,0.0
